[ 2026-06-29 14:41:10,284 ] 18 root - INFO - Initiating data ingestion
[ 2026-06-29 14:41:13,795 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 14:41:13,795 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 14:41:13,796 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 14:41:13,836 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 14:41:13,836 ] 20 root - INFO - Data inititation completed
[ 2026-06-29 14:41:13,841 ] 24 root - INFO - Initiate the data Validation
[ 2026-06-29 14:41:13,897 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:41:13,897 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:41:13,897 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:41:13,897 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:41:14,025 ] 26 root - INFO - data Validation Completed
[ 2026-06-29 14:41:14,025 ] 29 root - INFO - data Transformation started
[ 2026-06-29 14:41:14,025 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 14:41:14,026 ] 65 root - INFO - Starting data transformation
