[ 2026-06-30 11:41:38,993 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-30 11:41:45,855 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 11:41:45,856 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 11:41:45,856 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 11:41:45,912 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 11:41:45,912 ] 22 root - INFO - Data inititation completed
[ 2026-06-30 11:41:45,930 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-30 11:41:45,987 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:41:45,988 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:41:45,988 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:41:45,988 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:41:46,122 ] 28 root - INFO - data Validation Completed
[ 2026-06-30 11:41:46,122 ] 31 root - INFO - data Transformation started
[ 2026-06-30 11:41:46,122 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 11:41:46,122 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 11:41:46,184 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 11:41:46,184 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 11:41:46,223 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:41:46,226 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:41:46,226 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:41:46,228 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:41:46,230 ] 35 root - INFO - data Transformation completed
[ 2026-06-30 11:41:46,230 ] 37 root - INFO - Model Training sstared
[ 2026-06-30 11:44:59,401 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:44:59,402 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:44:59,402 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:44:59,418 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:44:59,418 ] 150 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_11_41_29\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9926888708367181, precision_score=0.9914807302231238, recall_score=0.9938999593330622), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9672, precision_score=0.9587628865979382, recall_score=0.9757869249394673))
[ 2026-06-30 11:44:59,420 ] 42 root - INFO - Model Training artifact created
