[ 2026-06-29 22:46:04,682 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-29 22:46:07,930 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 22:46:07,931 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 22:46:07,932 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 22:46:08,090 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 22:46:08,091 ] 22 root - INFO - Data inititation completed
[ 2026-06-29 22:46:08,126 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-29 22:46:08,212 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 22:46:08,212 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 22:46:08,242 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 22:46:08,242 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 22:46:08,502 ] 28 root - INFO - data Validation Completed
[ 2026-06-29 22:46:08,503 ] 31 root - INFO - data Transformation started
[ 2026-06-29 22:46:08,503 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 22:46:08,503 ] 65 root - INFO - Starting data transformation
[ 2026-06-29 22:46:08,584 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-29 22:46:08,584 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-29 22:46:08,664 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 22:46:08,668 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 22:46:08,668 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 22:46:08,673 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 22:46:08,674 ] 35 root - INFO - data Transformation completed
[ 2026-06-29 22:46:08,674 ] 37 root - INFO - Model Training sstared
[ 2026-06-29 22:53:03,037 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 22:53:03,038 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 22:53:03,038 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 22:53:03,081 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 22:53:03,081 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_29_2026_22_45_58\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918057663125949, precision_score=0.9887051230334812, recall_score=0.994925918408768), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9734085414987913, precision_score=0.9648562300319489, recall_score=0.9821138211382113))
[ 2026-06-29 22:53:03,085 ] 42 root - INFO - Model Training artifact created
