[ 2026-06-30 12:30:10,446 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-30 12:30:12,928 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 12:30:12,928 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 12:30:12,928 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 12:30:12,968 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 12:30:12,968 ] 22 root - INFO - Data inititation completed
[ 2026-06-30 12:30:12,974 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-30 12:30:13,025 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 12:30:13,025 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 12:30:13,025 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 12:30:13,025 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 12:30:13,174 ] 28 root - INFO - data Validation Completed
[ 2026-06-30 12:30:13,174 ] 31 root - INFO - data Transformation started
[ 2026-06-30 12:30:13,175 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 12:30:13,175 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 12:30:13,230 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 12:30:13,230 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 12:30:13,255 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:30:13,257 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:30:13,257 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:30:13,259 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:30:13,260 ] 35 root - INFO - data Transformation completed
[ 2026-06-30 12:30:13,260 ] 37 root - INFO - Model Training sstared
[ 2026-06-30 12:33:07,220 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:33:07,262 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:33:07,262 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:33:07,296 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:33:07,297 ] 155 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_12_30_07\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991889699918897, precision_score=0.9904839036242155, recall_score=0.9932994923857869), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.975669099756691, precision_score=0.9748784440842788, recall_score=0.976461038961039))
[ 2026-06-30 12:33:07,299 ] 42 root - INFO - Model Training artifact created
