[ 2026-06-29 14:43:38,529 ] 18 root - INFO - Initiating data ingestion
[ 2026-06-29 14:43:40,977 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 14:43:40,977 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 14:43:40,977 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 14:43:41,018 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 14:43:41,019 ] 20 root - INFO - Data inititation completed
[ 2026-06-29 14:43:41,023 ] 24 root - INFO - Initiate the data Validation
[ 2026-06-29 14:43:41,076 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:43:41,076 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:43:41,077 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:43:41,077 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:43:41,198 ] 26 root - INFO - data Validation Completed
[ 2026-06-29 14:43:41,198 ] 29 root - INFO - data Transformation started
[ 2026-06-29 14:43:41,198 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 14:43:41,198 ] 65 root - INFO - Starting data transformation
