[ 2026-06-29 14:45:16,670 ] 18 root - INFO - Initiating data ingestion
[ 2026-06-29 14:45:19,087 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 14:45:19,088 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 14:45:19,088 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 14:45:19,130 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 14:45:19,130 ] 20 root - INFO - Data inititation completed
[ 2026-06-29 14:45:19,135 ] 24 root - INFO - Initiate the data Validation
[ 2026-06-29 14:45:19,194 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:45:19,194 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:45:19,195 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 14:45:19,195 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 14:45:19,359 ] 26 root - INFO - data Validation Completed
[ 2026-06-29 14:45:19,359 ] 29 root - INFO - data Transformation started
[ 2026-06-29 14:45:19,360 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 14:45:19,360 ] 65 root - INFO - Starting data transformation
[ 2026-06-29 14:45:19,417 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-29 14:45:19,417 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-29 14:45:19,501 ] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 14:45:19,504 ] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 14:45:19,504 ] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 14:45:19,507 ] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 14:45:19,509 ] 33 root - INFO - data Transformation completed
