[ 2026-06-30 11:48:47,864 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-30 11:48:50,479 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 11:48:50,479 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 11:48:50,480 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 11:48:50,522 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 11:48:50,523 ] 22 root - INFO - Data inititation completed
[ 2026-06-30 11:48:50,528 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-30 11:48:50,580 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:48:50,580 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:48:50,581 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:48:50,581 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:48:50,702 ] 28 root - INFO - data Validation Completed
[ 2026-06-30 11:48:50,702 ] 31 root - INFO - data Transformation started
[ 2026-06-30 11:48:50,702 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 11:48:50,702 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 11:48:50,751 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 11:48:50,751 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 11:48:50,778 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:48:50,781 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:48:50,781 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:48:50,783 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:48:50,784 ] 35 root - INFO - data Transformation completed
[ 2026-06-30 11:48:50,784 ] 37 root - INFO - Model Training sstared
[ 2026-06-30 11:51:50,212 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:51:50,213 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:51:50,213 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:51:50,217 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:51:50,218 ] 150 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_11_48_44\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912867274569402, precision_score=0.9894822006472492, recall_score=0.9930978481526593), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9762575452716298, precision_score=0.967304625199362, recall_score=0.9853777416734363))
[ 2026-06-30 11:51:50,219 ] 42 root - INFO - Model Training artifact created
