[ 2026-06-27 15:44:14,996 ] 17 root - INFO - Initiating data ingestion
[ 2026-06-27 15:44:18,520 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-27 15:44:18,520 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-27 15:44:18,521 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-27 15:44:18,602 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-27 15:44:18,603 ] 19 root - INFO - Data inititation completed
[ 2026-06-27 15:44:18,613 ] 23 root - INFO - Initiate the data Validation
[ 2026-06-27 15:44:18,717 ] 32 root - INFO - Required number of columns:2
[ 2026-06-27 15:44:18,717 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-27 15:44:18,718 ] 32 root - INFO - Required number of columns:2
[ 2026-06-27 15:44:18,718 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-27 15:44:18,980 ] 25 root - INFO - data Validation Completed
