[ 2026-06-29 20:26:11,073 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-29 20:26:13,681 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 20:26:13,681 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 20:26:13,682 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 20:26:13,724 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 20:26:13,724 ] 22 root - INFO - Data inititation completed
[ 2026-06-29 20:26:13,728 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-29 20:26:13,785 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:26:13,785 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:26:13,785 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:26:13,785 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:26:13,916 ] 28 root - INFO - data Validation Completed
[ 2026-06-29 20:26:13,917 ] 31 root - INFO - data Transformation started
[ 2026-06-29 20:26:13,917 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 20:26:13,917 ] 65 root - INFO - Starting data transformation
[ 2026-06-29 20:26:13,971 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-29 20:26:13,971 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-29 20:26:14,000 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:26:14,002 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:26:14,002 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:26:14,004 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:26:14,005 ] 35 root - INFO - data Transformation completed
[ 2026-06-29 20:26:14,005 ] 37 root - INFO - Model Training sstared
