[ 2026-06-30 12:14:06,829 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-30 12:14:10,598 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 12:14:10,598 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 12:14:10,598 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 12:14:10,637 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 12:14:10,638 ] 22 root - INFO - Data inititation completed
[ 2026-06-30 12:14:10,642 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-30 12:14:10,692 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 12:14:10,693 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 12:14:10,693 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 12:14:10,693 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 12:14:10,817 ] 28 root - INFO - data Validation Completed
[ 2026-06-30 12:14:10,817 ] 31 root - INFO - data Transformation started
[ 2026-06-30 12:14:10,817 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 12:14:10,817 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 12:14:10,869 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 12:14:10,869 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 12:14:10,896 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:14:10,899 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:14:10,899 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:14:10,901 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:14:10,902 ] 35 root - INFO - data Transformation completed
[ 2026-06-30 12:14:10,902 ] 37 root - INFO - Model Training sstared
[ 2026-06-30 12:17:09,937 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:17:09,955 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:17:09,955 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 12:17:09,973 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 12:17:09,973 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_12_14_03\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908796108633968, precision_score=0.9864810330912026, recall_score=0.9953175895765473), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9781659388646288, precision_score=0.967032967032967, recall_score=0.989558232931727))
[ 2026-06-30 12:17:09,976 ] 42 root - INFO - Model Training artifact created
