[ 2026-06-30 11:56:34,133 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-30 11:56:36,500 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 11:56:36,500 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 11:56:36,500 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 11:56:36,542 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 11:56:36,542 ] 22 root - INFO - Data inititation completed
[ 2026-06-30 11:56:36,546 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-30 11:56:36,595 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:56:36,595 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:56:36,596 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 11:56:36,596 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 11:56:36,720 ] 28 root - INFO - data Validation Completed
[ 2026-06-30 11:56:36,720 ] 31 root - INFO - data Transformation started
[ 2026-06-30 11:56:36,720 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 11:56:36,720 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 11:56:36,769 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 11:56:36,769 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 11:56:36,795 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:56:36,797 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:56:36,798 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:56:36,800 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:56:36,800 ] 35 root - INFO - data Transformation completed
[ 2026-06-30 11:56:36,801 ] 37 root - INFO - Model Training sstared
[ 2026-06-30 11:59:40,399 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:59:40,400 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:59:40,400 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 11:59:40,418 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 11:59:40,418 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_11_56_30\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910345522312884, precision_score=0.9901368760064412, recall_score=0.9919338576325872), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9751655629139073, precision_score=0.9671592775041051, recall_score=0.9833055091819699))
[ 2026-06-30 11:59:40,420 ] 42 root - INFO - Model Training artifact created
