[ 2026-06-29 20:30:42,988 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-29 20:30:45,547 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 20:30:45,547 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 20:30:45,548 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 20:30:45,587 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 20:30:45,588 ] 22 root - INFO - Data inititation completed
[ 2026-06-29 20:30:45,593 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-29 20:30:45,652 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:30:45,652 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:30:45,652 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:30:45,652 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:30:45,780 ] 28 root - INFO - data Validation Completed
[ 2026-06-29 20:30:45,780 ] 31 root - INFO - data Transformation started
[ 2026-06-29 20:30:45,780 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 20:30:45,780 ] 65 root - INFO - Starting data transformation
[ 2026-06-29 20:30:45,838 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-29 20:30:45,838 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-29 20:30:45,868 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:30:45,870 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:30:45,870 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:30:45,872 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:30:45,874 ] 35 root - INFO - data Transformation completed
[ 2026-06-29 20:30:45,874 ] 37 root - INFO - Model Training sstared
[ 2026-06-29 20:33:16,448 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:33:16,449 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:33:16,449 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:33:16,482 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:33:16,482 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_29_2026_20_30_41\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912236457177444, precision_score=0.9891282464264143, recall_score=0.9933279417711282), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9737919737919738, precision_score=0.9658813972380179, recall_score=0.9818331957060281))
[ 2026-06-29 20:33:16,486 ] 42 root - INFO - Model Training artifact created
