[ 2026-06-29 20:25:19,347 ] 20 root - INFO - Initiating data ingestion
[ 2026-06-29 20:25:36,845 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-29 20:25:36,845 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-29 20:25:36,846 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-29 20:25:36,889 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-29 20:25:36,889 ] 22 root - INFO - Data inititation completed
[ 2026-06-29 20:25:36,907 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-29 20:25:36,971 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:25:36,971 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:25:36,972 ] 32 root - INFO - Required number of columns:2
[ 2026-06-29 20:25:36,972 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-29 20:25:37,120 ] 28 root - INFO - data Validation Completed
[ 2026-06-29 20:25:37,120 ] 31 root - INFO - data Transformation started
[ 2026-06-29 20:25:37,120 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-29 20:25:37,120 ] 65 root - INFO - Starting data transformation
[ 2026-06-29 20:25:37,180 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-29 20:25:37,180 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-29 20:25:37,221 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:25:37,224 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:25:37,224 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-29 20:25:37,226 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-29 20:25:37,227 ] 35 root - INFO - data Transformation completed
[ 2026-06-29 20:25:37,227 ] 37 root - INFO - Model Training sstared
